source_file	source_root	file_kind	source_unit	selection	selected_roots	direct_importers	active_imports	commented_imports	substantive	prose_words	headings	construct_counts	labels	named_items	unit_start_line	unit_end_line	file_lines	file_words	coverage_status	coverage_basis	formalolp_evidence	formal_declarations	audit_note
incompleteness/theories-computability/oconsis-ext-of-q-undec.tex	incompleteness	unit	defn#thm:oconsis-q	selected	incompleteness	-	0	0	yes	318	-Consistent Extensions of {Q	; label=thm:oconsis-q	thm:oconsis-q	defn#thm:oconsis-q	33	36	51	318	missing	none	-	-	No active declaration covers this arithmetization, representability, provability, or incompleteness result.
incompleteness/theories-computability/oconsis-ext-of-q-undec.tex	incompleteness	unit	thm#2	selected	incompleteness	-	0	0	yes	318	-Consistent Extensions of {Q	-	2	thm#2	33	36	51	318	missing	none	-	-	No active declaration covers this arithmetization, representability, provability, or incompleteness result.
incompleteness/theories-computability/q-is-ce.tex	incompleteness	section	section	selected	incompleteness	-	0	0	yes	368	{Q	thm	-	section	1	55	55	368	missing	none	-	-	No active declaration covers this arithmetization, representability, provability, or incompleteness result.
incompleteness/theories-computability/q-is-ce.tex	incompleteness	unit	thm#1	selected	incompleteness	-	0	0	yes	368	{Q	-	1	thm#1	14	17	55	368	missing	none	-	-	No active declaration covers this arithmetization, representability, provability, or incompleteness result.
incompleteness/theories-computability/theories-computability.tex	incompleteness	chapter	section	selected	incompleteness	-	0	0	yes	102	theories-computability	-	-	section	1	40	40	102	structural_container	aggregator	-	-	Part/chapter container with imports or section assembly; substantive child sections are audited separately.
lambda-calculus/church-rosser/beta-eta-reduction.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	244	-reduction	lem#lem:one-par; lem#lem:par-red; lem#lem:str; thm#thm:cr	-	section	1	58	58	244	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/beta-eta-reduction.tex	lambda-calculus	unit	lem#lem:one-par	selected	lambda-calculus	-	0	0	yes	244	-reduction	; label=lem:one-par	lem:one-par	lem#lem:one-par	51	53	58	244	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/beta-eta-reduction.tex	lambda-calculus	unit	lem#lem:par-red	selected	lambda-calculus	-	0	0	yes	244	-reduction	; label=lem:par-red	lem:par-red	lem#lem:par-red	51	53	58	244	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/beta-eta-reduction.tex	lambda-calculus	unit	lem#lem:str	selected	lambda-calculus	-	0	0	yes	244	-reduction	; label=lem:str	lem:str	lem#lem:str	51	53	58	244	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/beta-eta-reduction.tex	lambda-calculus	unit	thm#thm:cr	selected	lambda-calculus	-	0	0	yes	244	-reduction	; label=thm:cr	thm:cr	thm#thm:cr	51	53	58	244	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/beta-reduction.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	496	-reduction	lem#lem:one-par; lem#lem:par-red; lem#lem:str; thm#thm:cr	-	section	1	79	79	496	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/beta-reduction.tex	lambda-calculus	unit	lem#lem:one-par	selected	lambda-calculus	-	0	0	yes	496	-reduction	; label=lem:one-par	lem:one-par	lem#lem:one-par	70	72	79	496	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/beta-reduction.tex	lambda-calculus	unit	lem#lem:par-red	selected	lambda-calculus	-	0	0	yes	496	-reduction	; label=lem:par-red	lem:par-red	lem#lem:par-red	70	72	79	496	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/beta-reduction.tex	lambda-calculus	unit	lem#lem:str	selected	lambda-calculus	-	0	0	yes	496	-reduction	; label=lem:str	lem:str	lem#lem:str	70	72	79	496	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/beta-reduction.tex	lambda-calculus	unit	thm#thm:cr	selected	lambda-calculus	-	0	0	yes	496	-reduction	; label=thm:cr	thm:cr	thm#thm:cr	70	72	79	496	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/church-rosser.tex	lambda-calculus	chapter	section	selected	lambda-calculus	-	0	0	yes	44	church-rosser	-	-	section	1	20	20	44	structural_container	aggregator	-	-	Part/chapter container with imports or section assembly; substantive child sections are audited separately.
lambda-calculus/church-rosser/definitions-and-properties.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	626	Definition and Properties	defn[Church--Rosser property, CR]; thm#thm:str	-	section	1	86	86	626	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/definitions-and-properties.tex	lambda-calculus	unit	defn#1	selected	lambda-calculus	-	0	0	yes	626	Definition and Properties	optional=Church--Rosser property, CR	1	defn#1	51	55	86	626	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/definitions-and-properties.tex	lambda-calculus	unit	thm#thm:str	selected	lambda-calculus	-	0	0	yes	626	Definition and Properties	; label=thm:str	thm:str	thm#thm:str	51	55	86	626	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/parallel-beta-eta-reduction.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	525	Parallel -reduction	defn[Parallel $\beta\eta$-reduction, $\beredpar$]#defn:beredpar; thm#thm:refl; prob; defn[$\beta\eta$-complete development]#defn:becd; lem#lem:comp; lem#lem:cont; thm#thm:cr	-	section	1	101	101	525	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/parallel-beta-eta-reduction.tex	lambda-calculus	unit	defn#defn:beredpar	selected	lambda-calculus	-	0	0	yes	525	Parallel -reduction	optional=Parallel $\beta\eta$-reduction, $\beredpar$; label=defn:beredpar	defn:beredpar	defn#defn:beredpar	93	95	101	525	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/parallel-beta-eta-reduction.tex	lambda-calculus	unit	thm#thm:refl	selected	lambda-calculus	-	0	0	yes	525	Parallel -reduction	; label=thm:refl	thm:refl	thm#thm:refl	93	95	101	525	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/parallel-beta-eta-reduction.tex	lambda-calculus	unit	prob#3	selected	lambda-calculus	-	0	0	yes	525	Parallel -reduction	-	3	prob#3	93	95	101	525	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/parallel-beta-eta-reduction.tex	lambda-calculus	unit	defn#defn:becd	selected	lambda-calculus	-	0	0	yes	525	Parallel -reduction	optional=$\beta\eta$-complete development; label=defn:becd	defn:becd	defn#defn:becd	93	95	101	525	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/parallel-beta-eta-reduction.tex	lambda-calculus	unit	lem#lem:comp	selected	lambda-calculus	-	0	0	yes	525	Parallel -reduction	; label=lem:comp	lem:comp	lem#lem:comp	93	95	101	525	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/parallel-beta-eta-reduction.tex	lambda-calculus	unit	lem#lem:cont	selected	lambda-calculus	-	0	0	yes	525	Parallel -reduction	; label=lem:cont	lem:cont	lem#lem:cont	93	95	101	525	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/parallel-beta-eta-reduction.tex	lambda-calculus	unit	thm#thm:cr	selected	lambda-calculus	-	0	0	yes	525	Parallel -reduction	; label=thm:cr	thm:cr	thm#thm:cr	93	95	101	525	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/parallel-beta-reduction.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	997	Parallel -reduction	defn[parallel $\beta$-reduction, $\bredpar$]#defn:bredpar; thm#thm:refl; prob; defn[$\beta$-complete development]#defn:bcd; lem#lem:comp; prob; lem#lem:cont; prob; thm#thm:cr	-	section	1	157	157	997	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/parallel-beta-reduction.tex	lambda-calculus	unit	defn#defn:bredpar	selected	lambda-calculus	-	0	0	yes	997	Parallel -reduction	optional=parallel $\beta$-reduction, $\bredpar$; label=defn:bredpar	defn:bredpar	defn#defn:bredpar	147	149	157	997	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/parallel-beta-reduction.tex	lambda-calculus	unit	thm#thm:refl	selected	lambda-calculus	-	0	0	yes	997	Parallel -reduction	; label=thm:refl	thm:refl	thm#thm:refl	147	149	157	997	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/parallel-beta-reduction.tex	lambda-calculus	unit	prob#3	selected	lambda-calculus	-	0	0	yes	997	Parallel -reduction	-	3	prob#3	147	149	157	997	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/parallel-beta-reduction.tex	lambda-calculus	unit	defn#defn:bcd	selected	lambda-calculus	-	0	0	yes	997	Parallel -reduction	optional=$\beta$-complete development; label=defn:bcd	defn:bcd	defn#defn:bcd	147	149	157	997	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/parallel-beta-reduction.tex	lambda-calculus	unit	lem#lem:comp	selected	lambda-calculus	-	0	0	yes	997	Parallel -reduction	; label=lem:comp	lem:comp	lem#lem:comp	147	149	157	997	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/parallel-beta-reduction.tex	lambda-calculus	unit	prob#6	selected	lambda-calculus	-	0	0	yes	997	Parallel -reduction	-	6	prob#6	147	149	157	997	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/parallel-beta-reduction.tex	lambda-calculus	unit	lem#lem:cont	selected	lambda-calculus	-	0	0	yes	997	Parallel -reduction	; label=lem:cont	lem:cont	lem#lem:cont	147	149	157	997	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/parallel-beta-reduction.tex	lambda-calculus	unit	prob#8	selected	lambda-calculus	-	0	0	yes	997	Parallel -reduction	-	8	prob#8	147	149	157	997	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/church-rosser/parallel-beta-reduction.tex	lambda-calculus	unit	thm#thm:cr	selected	lambda-calculus	-	0	0	yes	997	Parallel -reduction	; label=thm:cr	thm:cr	thm#thm:cr	147	149	157	997	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/introduction/basic-pr-lambda.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	160	The Basic Primitive Recursive Functions are {S	lem	-	section	1	33	33	160	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/introduction/basic-pr-lambda.tex	lambda-calculus	unit	lem#1	selected	lambda-calculus	-	0	0	yes	160	The Basic Primitive Recursive Functions are {S	-	1	lem#1	12	14	33	160	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/introduction/church-rosser.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	237	The Church--Rosser Property	thm#thm:church-rosser; cor	-	section	1	42	42	237	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/introduction/church-rosser.tex	lambda-calculus	unit	thm#thm:church-rosser	selected	lambda-calculus	-	0	0	yes	237	The Church--Rosser Property	; label=thm:church-rosser	thm:church-rosser	thm#thm:church-rosser	18	21	42	237	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/introduction/church-rosser.tex	lambda-calculus	unit	cor#2	selected	lambda-calculus	-	0	0	yes	237	The Church--Rosser Property	-	2	cor#2	18	21	42	237	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/introduction/composition.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	135	The {S	lem	-	section	1	31	31	135	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/introduction/composition.tex	lambda-calculus	unit	lem#1	selected	lambda-calculus	-	0	0	yes	135	The {S	-	1	lem#1	12	14	31	135	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/introduction/computable-lambda.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	270	Computable Functions are {S	thm#thm:computable-lambda	-	section	1	42	42	270	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/introduction/computable-lambda.tex	lambda-calculus	unit	thm#thm:computable-lambda	selected	lambda-calculus	-	0	0	yes	270	Computable Functions are {S	; label=thm:computable-lambda	thm:computable-lambda	thm#thm:computable-lambda	12	15	42	270	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/introduction/currying.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	521	Currying	-	-	section	1	71	71	521	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/introduction/fixed-point-combinator.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	185	Fixed-Point Combinators	-	-	section	1	41	41	185	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/introduction/introduction.tex	lambda-calculus	chapter	section	selected	lambda-calculus	-	0	0	yes	97	introduction	-	-	section	1	46	46	97	structural_container	aggregator	-	-	Part/chapter container with imports or section assembly; substantive child sections are audited separately.
lambda-calculus/introduction/lambda-computable.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	260	{S	thm#thm:lambda-computable	-	section	1	42	42	260	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/introduction/lambda-computable.tex	lambda-calculus	unit	thm#thm:lambda-computable	selected	lambda-calculus	-	0	0	yes	260	{S	; label=thm:lambda-computable	thm:lambda-computable	thm#thm:lambda-computable	12	16	42	260	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/introduction/lambda-definability.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	322	{S	defn; defn; thm#thm:lambda-def	-	section	1	55	55	322	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/introduction/lambda-definability.tex	lambda-calculus	unit	defn#1	selected	lambda-calculus	-	0	0	yes	322	{S	-	1	defn#1	41	45	55	322	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/introduction/lambda-definability.tex	lambda-calculus	unit	defn#2	selected	lambda-calculus	-	0	0	yes	322	{S	-	2	defn#2	41	45	55	322	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/introduction/lambda-definability.tex	lambda-calculus	unit	thm#thm:lambda-def	selected	lambda-calculus	-	0	0	yes	322	{S	; label=thm:lambda-def	thm:lambda-def	thm#thm:lambda-def	41	45	55	322	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/introduction/minimization.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	411	The {S	lem	-	section	1	70	70	411	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/introduction/minimization.tex	lambda-calculus	unit	lem#1	selected	lambda-calculus	-	0	0	yes	411	The {S	-	1	lem#1	12	18	70	411	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/introduction/overview.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	525	Overview	-	-	section	1	74	74	525	proved_weaker	manual_fragment_match	FormalOLP/LambdaCalculus/DeBruijn.lean	FormalOLP.LambdaCalculus.Term; FormalOLP.LambdaCalculus.Term.BetaStep	The source overview is about the untyped named calculus; the native typed de Bruijn syntax and beta relation cover only a restricted fragment.
lambda-calculus/introduction/primitive-recursion.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	981	{S	lem; lem	-	section	1	145	145	981	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/introduction/primitive-recursion.tex	lambda-calculus	unit	lem#1	selected	lambda-calculus	-	0	0	yes	981	{S	-	1	lem#1	74	76	145	981	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/introduction/primitive-recursion.tex	lambda-calculus	unit	lem#2	selected	lambda-calculus	-	0	0	yes	981	{S	-	2	lem#2	74	76	145	981	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/introduction/reduction.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	448	Reduction of Lambda Terms	-	-	section	1	76	76	448	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/introduction/syntax.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	422	The Syntax of the Lambda Calculus	conv	-	section	1	73	73	422	proved_weaker	manual_fragment_match	FormalOLP/LambdaCalculus/DeBruijn.lean	FormalOLP.LambdaCalculus.Term	Only the typed de Bruijn presentation is covered; ordinary named syntax and alpha-equivalence are absent.
lambda-calculus/introduction/syntax.tex	lambda-calculus	unit	conv#1	selected	lambda-calculus	-	0	0	yes	422	The Syntax of the Lambda Calculus	-	1	conv#1	33	45	73	422	proved_weaker	manual_fragment_match	FormalOLP/LambdaCalculus/DeBruijn.lean	FormalOLP.LambdaCalculus.Term	Only the typed de Bruijn presentation is covered; ordinary named syntax and alpha-equivalence are absent.
lambda-calculus/lambda-calculus.tex	lambda-calculus	part	section	selected	lambda-calculus	-	0	0	yes	95	lambda-calculus	-	-	section	1	28	28	95	structural_container	aggregator	-	-	Part/chapter container with imports or section assembly; substantive child sections are audited separately.
lambda-calculus/lambda-definability/arithmetical-functions.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	848	{S	prop#prop:succ-ld; ex; prob; prop#prop:add-ld; prop#prop:mult-ld; prob	-	section	1	142	142	848	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/arithmetical-functions.tex	lambda-calculus	unit	prop#prop:succ-ld	selected	lambda-calculus	-	0	0	yes	848	{S	; label=prop:succ-ld	prop:succ-ld	prop#prop:succ-ld	117	123	142	848	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/arithmetical-functions.tex	lambda-calculus	unit	ex#2	selected	lambda-calculus	-	0	0	yes	848	{S	-	2	ex#2	117	123	142	848	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/arithmetical-functions.tex	lambda-calculus	unit	prob#3	selected	lambda-calculus	-	0	0	yes	848	{S	-	3	prob#3	117	123	142	848	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/arithmetical-functions.tex	lambda-calculus	unit	prop#prop:add-ld	selected	lambda-calculus	-	0	0	yes	848	{S	; label=prop:add-ld	prop:add-ld	prop#prop:add-ld	117	123	142	848	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/arithmetical-functions.tex	lambda-calculus	unit	prop#prop:mult-ld	selected	lambda-calculus	-	0	0	yes	848	{S	; label=prop:mult-ld	prop:mult-ld	prop#prop:mult-ld	117	123	142	848	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/arithmetical-functions.tex	lambda-calculus	unit	prob#6	selected	lambda-calculus	-	0	0	yes	848	{S	-	6	prob#6	117	123	142	848	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/fixpoints.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	1220	Fixpoints	defn#defn:Turing-Y; thm	-	section	1	177	177	1220	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/fixpoints.tex	lambda-calculus	unit	defn#defn:Turing-Y	selected	lambda-calculus	-	0	0	yes	1220	Fixpoints	; label=defn:Turing-Y	defn:Turing-Y	defn#defn:Turing-Y	73	76	177	1220	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/fixpoints.tex	lambda-calculus	unit	thm#2	selected	lambda-calculus	-	0	0	yes	1220	Fixpoints	-	2	thm#2	73	76	177	1220	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/introduction.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	622	Introduction	defn; defn	-	section	1	84	84	622	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/introduction.tex	lambda-calculus	unit	defn#1	selected	lambda-calculus	-	0	0	yes	622	Introduction	-	1	defn#1	61	71	84	622	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/introduction.tex	lambda-calculus	unit	defn#2	selected	lambda-calculus	-	0	0	yes	622	Introduction	-	2	defn#2	61	71	84	622	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/lambda-definability.tex	lambda-calculus	chapter	section	selected	lambda-calculus	-	0	0	yes	78	lambda-definability	-	-	section	1	30	30	78	structural_container	aggregator	-	-	Part/chapter container with imports or section assembly; substantive child sections are audited separately.
lambda-calculus/lambda-definability/lambda-definable-recursive.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	309	{S	thm#thm:lambda-computable	-	section	1	47	47	309	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/lambda-definable-recursive.tex	lambda-calculus	unit	thm#thm:lambda-computable	selected	lambda-calculus	-	0	0	yes	309	{S	; label=thm:lambda-computable	thm:lambda-computable	thm#thm:lambda-computable	16	19	47	309	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/lists.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	269	Lists	prob; prob	-	section	1	52	52	269	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/lists.tex	lambda-calculus	unit	prob#1	selected	lambda-calculus	-	0	0	yes	269	Lists	-	1	prob#1	47	49	52	269	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/lists.tex	lambda-calculus	unit	prob#2	selected	lambda-calculus	-	0	0	yes	269	Lists	-	2	prob#2	47	49	52	269	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/minimization.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	380	Minimization	lem#lem:min; prop	-	section	1	72	72	380	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/minimization.tex	lambda-calculus	unit	lem#lem:min	selected	lambda-calculus	-	0	0	yes	380	Minimization	; label=lem:min	lem:min	lem#lem:min	59	61	72	380	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/minimization.tex	lambda-calculus	unit	prop#2	selected	lambda-calculus	-	0	0	yes	380	Minimization	-	2	prop#2	59	61	72	380	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/pairs.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	296	Pairs and Predecessor	defn; prob	-	section	1	55	55	296	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/pairs.tex	lambda-calculus	unit	defn#1	selected	lambda-calculus	-	0	0	yes	296	Pairs and Predecessor	-	1	defn#1	34	36	55	296	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/pairs.tex	lambda-calculus	unit	prob#2	selected	lambda-calculus	-	0	0	yes	296	Pairs and Predecessor	-	2	prob#2	34	36	55	296	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/partial-recursive-functions.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	285	Partial Recursive Functions are {S	thm	-	section	1	44	44	285	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/partial-recursive-functions.tex	lambda-calculus	unit	thm#1	selected	lambda-calculus	-	0	0	yes	285	Partial Recursive Functions are {S	-	1	thm#1	38	40	44	285	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/primitive-recursive-functions.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	1009	Primitive Recursive Functions are {S	lem#lem:basic; lem#lem:comp; prob; lem#lem:prim; prop	-	section	1	153	153	1009	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/primitive-recursive-functions.tex	lambda-calculus	unit	lem#lem:basic	selected	lambda-calculus	-	0	0	yes	1009	Primitive Recursive Functions are {S	; label=lem:basic	lem:basic	lem#lem:basic	141	143	153	1009	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/primitive-recursive-functions.tex	lambda-calculus	unit	lem#lem:comp	selected	lambda-calculus	-	0	0	yes	1009	Primitive Recursive Functions are {S	; label=lem:comp	lem:comp	lem#lem:comp	141	143	153	1009	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/primitive-recursive-functions.tex	lambda-calculus	unit	prob#3	selected	lambda-calculus	-	0	0	yes	1009	Primitive Recursive Functions are {S	-	3	prob#3	141	143	153	1009	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/primitive-recursive-functions.tex	lambda-calculus	unit	lem#lem:prim	selected	lambda-calculus	-	0	0	yes	1009	Primitive Recursive Functions are {S	; label=lem:prim	lem:prim	lem#lem:prim	141	143	153	1009	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/primitive-recursive-functions.tex	lambda-calculus	unit	prop#5	selected	lambda-calculus	-	0	0	yes	1009	Primitive Recursive Functions are {S	-	5	prop#5	141	143	153	1009	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
lambda-calculus/lambda-definability/truth-values.tex	lambda-calculus	section	section	selected	lambda-calculus	-	0	0	yes	535	Truth Values and Relations	defn; prob	-	section	1	79	79	535	missing	none	-	-	No active declaration covers this Church–Rosser, definability, or remaining syntax section.
